cve_id,package,status,fixed_version,internal_status
CVE-2005-2541,tar,not_applicable,1.34+dfsg-1.2+deb12u1,disputed
CVE-2018-13420,google-perftools,not_applicable,2.10-1,disputed
CVE-2019-8341,jinja2,not_applicable,3.1.2-1+deb12u2,disputed
CVE-2021-45346,sqlite3,not_applicable,3.40.1-2+deb12u1,disputed
CVE-2024-36350,linux,not_applicable,1,code_not_in_use
CVE-2025-68324,linux,not_applicable,1,code_not_in_use
CVE-2025-68325,linux,not_applicable,1,code_not_in_use
CVE-2025-38203,linux,not_applicable,1,code_not_in_use
CVE-2025-38206,linux,not_applicable,1,code_not_in_use
CVE-2025-38204,linux,not_applicable,1,code_not_in_use
CVE-2025-68327,linux,not_applicable,1,code_not_in_use
CVE-2025-68328,linux,not_applicable,1,code_not_in_use
CVE-2025-68330,linux,not_applicable,1,code_not_in_use
CVE-2025-68331,linux,not_applicable,1,code_not_in_use
CVE-2025-68332,linux,not_applicable,1,code_not_in_use
CVE-2025-68333,linux,not_applicable,1,code_not_in_use
CVE-2025-68334,linux,not_applicable,1,code_not_in_use
CVE-2025-68335,linux,not_applicable,1,code_not_in_use
CVE-2025-68336,linux,not_applicable,1,code_not_in_use
CVE-2025-68337,linux,not_applicable,1,code_not_in_use
CVE-2025-68339,linux,not_applicable,1,code_not_in_use
CVE-2025-68340,linux,not_applicable,1,code_not_in_use
CVE-2025-68342,linux,not_applicable,1,code_not_in_use
CVE-2025-68343,linux,not_applicable,1,code_not_in_use
CVE-2025-68344,linux,not_applicable,1,code_not_in_use
CVE-2025-68345,linux,not_applicable,1,code_not_in_use
CVE-2025-68346,linux,not_applicable,1,code_not_in_use
CVE-2025-68347,linux,not_applicable,1,code_not_in_use
CVE-2025-68349,linux,not_applicable,1,code_not_in_use
CVE-2025-68354,linux,not_applicable,1,code_not_in_use
CVE-2025-68357,linux,not_applicable,1,code_not_in_use
CVE-2025-68358,linux,not_applicable,1,code_not_in_use
CVE-2025-68362,linux,not_applicable,1,code_not_in_use
CVE-2025-68363,linux,not_applicable,1,code_not_in_use
CVE-2025-68364,linux,not_applicable,1,code_not_in_use
CVE-2025-68365,linux,not_applicable,1,code_not_in_use
CVE-2025-68366,linux,not_applicable,1,code_not_in_use
CVE-2025-68367,linux,not_applicable,1,code_not_in_use
CVE-2025-68371,linux,not_applicable,1,code_not_in_use
CVE-2025-68372,linux,not_applicable,1,code_not_in_use
CVE-2025-68378,linux,not_applicable,1,code_not_in_use
CVE-2025-68379,linux,not_applicable,1,code_not_in_use
CVE-2025-68380,linux,not_applicable,1,code_not_in_use
CVE-2025-68724,linux,not_applicable,1,code_not_in_use
CVE-2025-68725,linux,not_applicable,1,code_not_in_use
CVE-2025-68727,linux,not_applicable,1,code_not_in_use
CVE-2025-68728,linux,not_applicable,1,code_not_in_use
CVE-2025-68732,linux,not_applicable,1,code_not_in_use
CVE-2025-68733,linux,not_applicable,1,code_not_in_use
CVE-2025-68734,linux,not_applicable,1,code_not_in_use
CVE-2025-68736,linux,not_applicable,1,code_not_in_use
CVE-2025-68740,linux,not_applicable,1,code_not_in_use
CVE-2025-68742,linux,not_applicable,1,code_not_in_use
CVE-2025-68745,linux,not_applicable,1,code_not_in_use
CVE-2025-68746,linux,not_applicable,1,code_not_in_use
CVE-2025-27558,linux,not_applicable,1,code_not_in_use
CVE-2023-54082,linux,not_applicable,1,code_not_in_use
CVE-2023-54161,linux,not_applicable,1,code_not_in_use
CVE-2023-45931,mesa,not_applicable,25.0.7-2,disputed
CVE-2023-45919,mesa,not_applicable,25.0.7-2,disputed
CVE-2023-45913,mesa,not_applicable,25.0.7-2,disputed
CVE-2022-50831,linux,not_applicable,1,code_not_in_use
CVE-2023-54212,linux,not_applicable,1,code_not_in_use
CVE-2025-68764,linux,not_applicable,1,code_not_in_use
CVE-2025-68757,linux,not_applicable,1,code_not_in_use
CVE-2025-68758,linux,not_applicable,1,code_not_in_use
CVE-2025-68753,linux,not_applicable,1,code_not_in_use
CVE-2025-68755,linux,not_applicable,1,code_not_in_use
CVE-2025-68759,linux,not_applicable,1,code_not_in_use
CVE-2025-68765,linux,not_applicable,1,code_not_in_use
CVE-2025-68766,linux,not_applicable,1,code_not_in_use
CVE-2025-38058,linux,not_applicable,1,code_not_in_use
CVE-2019-6293,flex,not_applicable,2.6.4-8.2+b4,disputed
CVE-2025-38461,linux,not_applicable,1,code_not_in_use
CVE-2025-27587,openssl,not_applicable,3.0.0,os_specific
CVE-2025-24294,ruby3.1,not_applicable,3.1.0,code_not_released
CVE-2023-26735,prometheus-blackbox-exporter,not_applicable,0.27.0-e1,disputed
CVE-2020-16248,prometheus-blackbox-exporter,not_applicable,0.27.0-e1,disputed
CVE-2021-31879,wget,not_applicable,1.21.3-1+deb12u1,disputed
CVE-2025-1365,elfutils,not_applicable,0.188-2.1,disputed
CVE-2025-1371,elfutils,not_applicable,0.188-2.1,disputed
TEMP-0290435-0B57B5,tar,not_applicable,1.34+dfsg-1.2+deb12u1,disputed
CVE-2018-6829,gnupg1,not_applicable,1.4.23-1.1,code_not_in_use
TEMP-0841856-B18BAF,bash,not_applicable,5.2.15-2,code_not_in_use
CVE-2024-53427,jq,not_applicable,1.6-2.1,code_not_released
CVE-2023-45929,slang2,not_applicable,2.3.3-3,disputed
CVE-2025-47153,nodejs,not_applicable,1,os_specific
CVE-2025-7425,libxslt,not_applicable,1.1.40-e1,code_not_in_use
CVE-2007-5686,shadow,not_applicable,1:4.13+dfsg1-1,code_not_in_use
CVE-2024-56433,shadow,not_applicable,1:4.13+dfsg1-1,disputed
TEMP-0628843-DBAD28,shadow,not_applicable,1:4.13+dfsg1-1,code_not_in_use
CVE-2022-3647,redis,not_applicable,5:7.2.7-e1,disputed
CVE-2020-21468,redis,not_applicable,5:7.2.7-e1,disputed
CVE-2024-3220,python3.10,not_applicable,3.9,os_specific
CVE-2023-36632,python3.10,not_applicable,3.9.21,disputed
CVE-2024-58238,linux,not_applicable,1,code_not_in_use
CVE-2025-38499,linux,not_applicable,1,code_not_in_use
CVE-2025-38500,linux,not_applicable,1,code_not_in_use
CVE-2024-36331,linux,not_applicable,1,code_not_in_use
CVE-2025-38501,linux,not_applicable,1,code_not_in_use
CVE-2025-38502,linux,not_applicable,1,code_not_in_use
CVE-2025-38507,linux,not_applicable,1,code_not_in_use
CVE-2025-38520,linux,not_applicable,1,code_not_in_use
CVE-2025-39752,linux,not_applicable,1,code_not_in_use
CVE-2025-39753,linux,not_applicable,1,code_not_in_use
CVE-2025-39754,linux,not_applicable,1,code_not_in_use
CVE-2025-39756,linux,not_applicable,1,code_not_in_use
CVE-2025-39759,linux,not_applicable,1,code_not_in_use
CVE-2025-39760,linux,not_applicable,1,code_not_in_use
CVE-2025-39762,linux,not_applicable,1,code_not_in_use
CVE-2025-39763,linux,not_applicable,1,code_not_in_use
CVE-2025-39764,linux,not_applicable,1,code_not_in_use
CVE-2025-39767,linux,not_applicable,1,code_not_in_use
CVE-2025-39772,linux,not_applicable,1,code_not_in_use
CVE-2025-39776,linux,not_applicable,1,code_not_in_use
CVE-2025-39779,linux,not_applicable,1,code_not_in_use
CVE-2025-39781,linux,not_applicable,1,code_not_in_use
CVE-2025-39782,linux,not_applicable,1,code_not_in_use
CVE-2025-39857,linux,not_applicable,1,code_not_in_use
CVE-2025-39863,linux,not_applicable,1,code_not_in_use
CVE-2025-39800,linux,not_applicable,1,code_not_in_use
CVE-2025-39801,linux,not_applicable,1,code_not_in_use
CVE-2023-53149,linux,not_applicable,1,code_not_in_use
CVE-2023-53180,linux,not_applicable,1,code_not_in_use
CVE-2023-53231,linux,not_applicable,1,code_not_in_use
CVE-2023-53218,linux,not_applicable,1,code_not_in_use
CVE-2023-53261,linux,not_applicable,1,code_not_in_use
CVE-2023-53292,linux,not_applicable,1,code_not_in_use
CVE-2025-39860,linux,not_applicable,1,code_not_in_use
CVE-2025-39871,linux,not_applicable,1,code_not_in_use
CVE-2025-39949,linux,not_applicable,1,code_not_in_use
CVE-2025-39951,linux,not_applicable,1,code_not_in_use
CVE-2025-39952,linux,not_applicable,1,code_not_in_use
CVE-2020-13092,scikit-learn,not_applicable,1.4.2+dfsg-8+e1,disputed
CVE-2025-39990,linux,not_applicable,1,code_not_in_use
CVE-2025-39993,linux,not_applicable,1,code_not_in_use
CVE-2025-39994,linux,not_applicable,1,code_not_in_use
CVE-2025-39995,linux,not_applicable,1,code_not_in_use
CVE-2025-39996,linux,not_applicable,1,code_not_in_use
CVE-2016-8678,imagemagick,not_applicable,8:7.1.1.43+dfsg1-1+deb13u2,code_not_in_use
CVE-2017-11754,imagemagick,not_applicable,8:7.0.6-10,not_reproducible
CVE-2017-11755,imagemagick,not_applicable,8:7.0.6-10,not_reproducible
CVE-2017-7275,imagemagick,not_applicable,8:7.1.1.43+dfsg1-1+deb13u2,not_reproducible
CVE-2018-15607,imagemagick,not_applicable,8:7.1.1.43+dfsg1-1+deb13u2,code_not_in_use
CVE-2025-39891,linux,not_applicable,1,code_not_in_use
CVE-2025-39907,linux,not_applicable,1,code_not_in_use
CVE-2025-39909,linux,not_applicable,1,code_not_in_use
CVE-2025-39913,linux,not_applicable,1,code_not_in_use
CVE-2025-39920,linux,not_applicable,1,code_not_in_use
CVE-2025-40018,linux,not_applicable,1,code_not_in_use
CVE-2025-40019,linux,not_applicable,1,code_not_in_use
CVE-2025-40020,linux,not_applicable,1,code_not_in_use
CVE-2025-40021,linux,not_applicable,1,code_not_in_use
CVE-2025-40022,linux,not_applicable,1,code_not_in_use
CVE-2025-40068,linux,not_applicable,1,code_not_in_use
CVE-2025-40077,linux,not_applicable,1,code_not_in_use
CVE-2025-40026,linux,not_applicable,1,code_not_in_use
CVE-2025-40029,linux,not_applicable,1,code_not_in_use
CVE-2025-40030,linux,not_applicable,1,code_not_in_use
CVE-2025-40092,linux,not_applicable,1,code_not_in_use
CVE-2025-40093,linux,not_applicable,1,code_not_in_use
CVE-2018-16376,openjpeg2,not_applicable,2.5.3-2.1~deb13u1,code_not_released
CVE-2025-40210,linux,not_applicable,1,code_not_in_use
CVE-2025-40211,linux,not_applicable,1,code_not_in_use
CVE-2025-40214,linux,not_applicable,1,code_not_in_use
CVE-2025-40215,linux,not_applicable,1,code_not_in_use
CVE-2025-40248,linux,not_applicable,1,code_not_in_use
CVE-2025-40252,linux,not_applicable,1,code_not_in_use
CVE-2025-40254,linux,not_applicable,1,code_not_in_use
CVE-2025-40258,linux,not_applicable,1,code_not_in_use
CVE-2025-40259,linux,not_applicable,1,code_not_in_use
CVE-2025-40264,linux,not_applicable,1,code_not_in_use
CVE-2025-40269,linux,not_applicable,1,code_not_in_use
CVE-2025-40334,linux,not_applicable,1,code_not_in_use
CVE-2025-40335,linux,not_applicable,1,code_not_in_use
CVE-2025-40336,linux,not_applicable,1,code_not_in_use
CVE-2025-40337,linux,not_applicable,1,code_not_in_use
CVE-2025-40338,linux,not_applicable,1,code_not_in_use
CVE-2025-40339,linux,not_applicable,1,code_not_in_use
CVE-2025-40340,linux,not_applicable,1,code_not_in_use
CVE-2025-40341,linux,not_applicable,1,code_not_in_use
CVE-2025-40342,linux,not_applicable,1,code_not_in_use
CVE-2025-40343,linux,not_applicable,1,code_not_in_use
CVE-2018-5709,krb5,not_applicable,1.20.1-2+deb12u2,disputed
TEMP-0517018-A83CE6,sysvinit,not_applicable,3.06-4,code_not_in_use
CVE-2025-40345,linux,not_applicable,1,code_not_in_use
CVE-2015-3276,openldap,not_applicable,2.5.13+dfsg,code_not_in_use
CVE-2017-17740,openldap,not_applicable,2.5.13+dfsg,code_not_in_use
CVE-2011-3374,apt,not_applicable,2.6.1,code_not_in_use
CVE-2007-2243,openssh,not_applicable,1:9.2p1-2+deb12u6,code_not_in_use
CVE-2007-2768,openssh,not_applicable,1:9.2p1-2+deb12u6,code_not_in_use
CVE-2012-0039,glib2.0,not_applicable,2.74.6-2+deb12u6,disputed
CVE-2017-14159,openldap,not_applicable,2.5.13+dfsg,disputed
CVE-2011-4116,perl,not_applicable,5.36.0-7+deb12u1,code_not_in_use
CVE-2025-8941,pam,not_applicable,1.7.0-5+e0,code_not_in_use
CVE-2022-0563,util-linux,not_applicable,2.41-5+e1,code_not_in_use
CVE-2025-10966,curl,not_applicable,8.14.1-2+e3,code_not_in_use
CVE-2023-32732,grpc,not_applicable,1.51.1-6,code_not_in_use
CVE-2024-11407,grpc,not_applicable,1.51.1-6,code_not_in_use
CVE-2016-9580,openjpeg2,not_applicable,2.1.2,code_not_released
CVE-2016-9581,openjpeg2,not_applicable,2.1.2,code_not_released
CVE-2013-4472,poppler,not_applicable,25.03.0-5+deb13u2+e1,os_specific
CVE-2017-2814,poppler,not_applicable,25.03.0-5+deb13u2+e1,code_not_in_use
CVE-2017-2818,poppler,not_applicable,25.03.0-5+deb13u2+e1,code_not_in_use
CVE-2017-2820,poppler,not_applicable,25.03.0-5+deb13u2+e1,code_not_released
CVE-2017-9083,poppler,not_applicable,25.03.0-5+deb13u2+e1,code_not_in_use
CVE-2022-24106,poppler,not_applicable,25.03.0-5+deb13u2+e1,code_not_in_use
CVE-2018-1000021,git,not_applicable,1:2.39.5-0+deb12u2,code_not_in_use
CVE-2017-17973,tiff,not_applicable,4.7.0,not_reproducible
CVE-2023-34152,imagemagick,not_applicable,8:7.1.1.43+dfsg1-1+deb13u2,code_not_in_use
CVE-2025-62171,imagemagick,not_applicable,8:7.1.1.43+dfsg1-1+deb13u2,code_not_in_use
CVE-2017-0630,linux,not_applicable,1,code_not_in_use
CVE-2017-13693,linux,not_applicable,1,code_not_in_use
CVE-2017-13694,linux,not_applicable,1,code_not_in_use
CVE-2018-1121,linux,not_applicable,1,code_not_in_use
CVE-2005-3660,linux,not_applicable,1,code_not_in_use
CVE-2007-3719,linux,not_applicable,1,code_not_in_use
CVE-2008-2544,linux,not_applicable,1,code_not_in_use
CVE-2008-4609,linux,not_applicable,1,code_not_in_use
CVE-2025-37956,linux,not_applicable,1,code_not_in_use
CVE-2010-4563,linux,not_applicable,1,code_not_in_use
CVE-2010-5321,linux,not_applicable,1,code_not_in_use
CVE-2011-4915,linux,not_applicable,1,code_not_in_use
CVE-2011-4916,linux,not_applicable,1,code_not_in_use
CVE-2011-4917,linux,not_applicable,1,code_not_in_use
CVE-2012-4542,linux,not_applicable,1,code_not_in_use
CVE-2013-7445,linux,not_applicable,1,code_not_in_use
CVE-2014-9892,linux,not_applicable,1,code_not_in_use
CVE-2014-9900,linux,not_applicable,1,code_not_in_use
CVE-2015-2877,linux,not_applicable,1,code_not_in_use
CVE-2016-10723,linux,not_applicable,1,code_not_in_use
CVE-2018-12928,linux,not_applicable,1,code_not_in_use
CVE-2018-17977,linux,not_applicable,1,code_not_in_use
CVE-2019-11191,linux,not_applicable,1,code_not_in_use
CVE-2019-12378,linux,not_applicable,1,code_not_in_use
CVE-2019-12379,linux,not_applicable,1,code_not_in_use
CVE-2019-12380,linux,not_applicable,1,code_not_in_use
CVE-2019-12381,linux,not_applicable,1,code_not_in_use
CVE-2019-12382,linux,not_applicable,1,code_not_in_use
CVE-2019-12455,linux,not_applicable,1,code_not_in_use
CVE-2019-12456,linux,not_applicable,1,code_not_in_use
CVE-2019-15213,linux,not_applicable,1,code_not_in_use
CVE-2019-16089,linux,not_applicable,1,code_not_in_use
CVE-2019-16229,linux,not_applicable,1,code_not_in_use
CVE-2019-16230,linux,not_applicable,1,code_not_in_use
CVE-2019-16231,linux,not_applicable,1,code_not_in_use
CVE-2019-16232,linux,not_applicable,1,code_not_in_use
CVE-2019-16233,linux,not_applicable,1,code_not_in_use
CVE-2019-16234,linux,not_applicable,1,code_not_in_use
CVE-2019-19070,linux,not_applicable,1,code_not_in_use
CVE-2019-19378,linux,not_applicable,1,code_not_in_use
CVE-2019-19449,linux,not_applicable,1,code_not_in_use
CVE-2019-19814,linux,not_applicable,1,code_not_in_use
CVE-2019-20794,linux,not_applicable,1,code_not_in_use
CVE-2020-11725,linux,not_applicable,1,code_not_in_use
CVE-2020-14304,linux,not_applicable,1,code_not_in_use
CVE-2020-35501,linux,not_applicable,1,code_not_in_use
CVE-2020-36694,linux,not_applicable,1,code_not_in_use
CVE-2021-26934,linux,not_applicable,1,code_not_in_use
CVE-2021-3714,linux,not_applicable,1,code_not_in_use
CVE-2021-3847,linux,not_applicable,1,code_not_in_use
CVE-2021-3864,linux,not_applicable,1,code_not_in_use
CVE-2021-47658,linux,not_applicable,1,code_not_in_use
CVE-2022-0400,linux,not_applicable,1,code_not_in_use
CVE-2022-1247,linux,not_applicable,1,code_not_in_use
CVE-2022-25265,linux,not_applicable,1,code_not_in_use
CVE-2022-2961,linux,not_applicable,1,code_not_in_use
CVE-2022-3238,linux,not_applicable,1,code_not_in_use
CVE-2022-41848,linux,not_applicable,1,code_not_in_use
CVE-2025-37979,linux,not_applicable,1,code_not_in_use
CVE-2022-44032,linux,not_applicable,1,code_not_in_use
CVE-2022-44033,linux,not_applicable,1,code_not_in_use
CVE-2022-44034,linux,not_applicable,1,code_not_in_use
CVE-2022-4543,linux,not_applicable,1,code_not_in_use
CVE-2022-45884,linux,not_applicable,1,code_not_in_use
CVE-2022-45885,linux,not_applicable,1,code_not_in_use
CVE-2023-0597,linux,not_applicable,1,code_not_in_use
CVE-2023-21264,linux,not_applicable,1,code_not_in_use
CVE-2023-23005,linux,not_applicable,1,code_not_in_use
CVE-2023-23039,linux,not_applicable,1,code_not_in_use
CVE-2023-26242,linux,not_applicable,1,code_not_in_use
CVE-2023-31081,linux,not_applicable,1,code_not_in_use
CVE-2023-31082,linux,not_applicable,1,code_not_in_use
CVE-2023-31085,linux,not_applicable,1,code_not_in_use
CVE-2023-3397,linux,not_applicable,1,code_not_in_use
CVE-2023-3640,linux,not_applicable,1,code_not_in_use
CVE-2023-37454,linux,not_applicable,1,code_not_in_use
CVE-2023-39191,linux,not_applicable,1,code_not_in_use
CVE-2023-4010,linux,not_applicable,1,code_not_in_use
CVE-2023-4133,linux,not_applicable,1,code_not_in_use
CVE-2023-4134,linux,not_applicable,1,code_not_in_use
CVE-2023-52452,linux,not_applicable,1,code_not_in_use
CVE-2023-52485,linux,not_applicable,1,code_not_in_use
CVE-2023-52586,linux,not_applicable,1,code_not_in_use
CVE-2023-52590,linux,not_applicable,1,code_not_in_use
CVE-2023-52591,linux,not_applicable,1,code_not_in_use
CVE-2023-52596,linux,not_applicable,1,code_not_in_use
CVE-2023-52624,linux,not_applicable,1,code_not_in_use
CVE-2023-52625,linux,not_applicable,1,code_not_in_use
CVE-2023-52629,linux,not_applicable,1,code_not_in_use
CVE-2023-52648,linux,not_applicable,1,code_not_in_use
CVE-2023-52653,linux,not_applicable,1,code_not_in_use
CVE-2023-52658,linux,not_applicable,1,code_not_in_use
CVE-2023-52671,linux,not_applicable,1,code_not_in_use
CVE-2023-52673,linux,not_applicable,1,code_not_in_use
CVE-2023-52676,linux,not_applicable,1,code_not_in_use
CVE-2023-52751,linux,not_applicable,1,code_not_in_use
CVE-2023-52761,linux,not_applicable,1,code_not_in_use
CVE-2023-52770,linux,not_applicable,1,code_not_in_use
CVE-2023-52771,linux,not_applicable,1,code_not_in_use
CVE-2023-52797,linux,not_applicable,1,code_not_in_use
CVE-2023-52857,linux,not_applicable,1,code_not_in_use
CVE-2023-52888,linux,not_applicable,1,code_not_in_use
CVE-2023-52920,linux,not_applicable,1,code_not_in_use
CVE-2023-52927,linux,not_applicable,1,code_not_in_use
CVE-2023-53034,linux,not_applicable,1,code_not_in_use
CVE-2023-53052,linux,not_applicable,1,code_not_in_use
CVE-2023-6039,linux,not_applicable,1,code_not_in_use
CVE-2023-6240,linux,not_applicable,1,code_not_in_use
CVE-2024-0564,linux,not_applicable,1,code_not_in_use
CVE-2024-21803,linux,not_applicable,1,code_not_in_use
CVE-2024-2193,linux,not_applicable,1,code_not_in_use
CVE-2024-24855,linux,not_applicable,1,code_not_in_use
CVE-2024-24864,linux,not_applicable,1,code_not_in_use
CVE-2024-25740,linux,not_applicable,1,code_not_in_use
CVE-2024-25742,linux,not_applicable,1,code_not_in_use
CVE-2024-25743,linux,not_applicable,1,code_not_in_use
CVE-2024-26618,linux,not_applicable,1,code_not_in_use
CVE-2024-26647,linux,not_applicable,1,code_not_in_use
CVE-2024-26648,linux,not_applicable,1,code_not_in_use
CVE-2024-26656,linux,not_applicable,1,code_not_in_use
CVE-2024-26661,linux,not_applicable,1,code_not_in_use
CVE-2024-26662,linux,not_applicable,1,code_not_in_use
CVE-2024-26669,linux,not_applicable,1,code_not_in_use
CVE-2024-26670,linux,not_applicable,1,code_not_in_use
CVE-2024-26672,linux,not_applicable,1,code_not_in_use
CVE-2024-26677,linux,not_applicable,1,code_not_in_use
CVE-2024-26691,linux,not_applicable,1,code_not_in_use
CVE-2024-26719,linux,not_applicable,1,code_not_in_use
CVE-2024-26739,linux,not_applicable,1,code_not_in_use
CVE-2024-26740,linux,not_applicable,1,code_not_in_use
CVE-2024-26756,linux,not_applicable,1,code_not_in_use
CVE-2024-26757,linux,not_applicable,1,code_not_in_use
CVE-2024-26758,linux,not_applicable,1,code_not_in_use
CVE-2024-26767,linux,not_applicable,1,code_not_in_use
CVE-2024-26768,linux,not_applicable,1,code_not_in_use
CVE-2024-26783,linux,not_applicable,1,code_not_in_use
CVE-2024-26799,linux,not_applicable,1,code_not_in_use
CVE-2024-26807,linux,not_applicable,1,code_not_in_use
CVE-2024-26822,linux,not_applicable,1,code_not_in_use
CVE-2024-26836,linux,not_applicable,1,code_not_in_use
CVE-2024-26841,linux,not_applicable,1,code_not_in_use
CVE-2024-26842,linux,not_applicable,1,code_not_in_use
CVE-2024-26866,linux,not_applicable,1,code_not_in_use
CVE-2024-26869,linux,not_applicable,1,code_not_in_use
CVE-2024-26876,linux,not_applicable,1,code_not_in_use
CVE-2024-26902,linux,not_applicable,1,code_not_in_use
CVE-2024-26913,linux,not_applicable,1,code_not_in_use
CVE-2024-26914,linux,not_applicable,1,code_not_in_use
CVE-2024-26930,linux,not_applicable,1,code_not_in_use
CVE-2024-26944,linux,not_applicable,1,code_not_in_use
CVE-2024-26947,linux,not_applicable,1,code_not_in_use
CVE-2024-26948,linux,not_applicable,1,code_not_in_use
CVE-2024-26953,linux,not_applicable,1,code_not_in_use
CVE-2024-26962,linux,not_applicable,1,code_not_in_use
CVE-2024-26982,linux,not_applicable,1,code_not_in_use
CVE-2024-27005,linux,not_applicable,1,code_not_in_use
CVE-2024-27010,linux,not_applicable,1,code_not_in_use
CVE-2024-27011,linux,not_applicable,1,code_not_in_use
CVE-2024-27012,linux,not_applicable,1,code_not_in_use
CVE-2024-27041,linux,not_applicable,1,code_not_in_use
CVE-2024-27042,linux,not_applicable,1,code_not_in_use
CVE-2024-27056,linux,not_applicable,1,code_not_in_use
CVE-2024-27057,linux,not_applicable,1,code_not_in_use
CVE-2024-27062,linux,not_applicable,1,code_not_in_use
CVE-2024-27079,linux,not_applicable,1,code_not_in_use
CVE-2024-27408,linux,not_applicable,1,code_not_in_use
CVE-2024-35784,linux,not_applicable,1,code_not_in_use
CVE-2024-35790,linux,not_applicable,1,code_not_in_use
CVE-2024-35794,linux,not_applicable,1,code_not_in_use
CVE-2024-35799,linux,not_applicable,1,code_not_in_use
CVE-2024-35808,linux,not_applicable,1,code_not_in_use
CVE-2024-35843,linux,not_applicable,1,code_not_in_use
CVE-2024-35860,linux,not_applicable,1,code_not_in_use
CVE-2024-35866,linux,not_applicable,1,code_not_in_use
CVE-2024-35869,linux,not_applicable,1,code_not_in_use
CVE-2024-35878,linux,not_applicable,1,code_not_in_use
CVE-2024-35887,linux,not_applicable,1,code_not_in_use
CVE-2024-35904,linux,not_applicable,1,code_not_in_use
CVE-2024-35924,linux,not_applicable,1,code_not_in_use
CVE-2024-35929,linux,not_applicable,1,code_not_in_use
CVE-2024-35931,linux,not_applicable,1,code_not_in_use
CVE-2024-35942,linux,not_applicable,1,code_not_in_use
CVE-2024-35945,linux,not_applicable,1,code_not_in_use
CVE-2024-35946,linux,not_applicable,1,code_not_in_use
